Transaction ID,Date,Time,City,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Inventory,Import Cost,Promotion,Holiday
250,2023-10-23,16:15,Đà Nẵng,CUST250,Male,48,Electronics,1,50,50,30,31.15,No,No
251,2023-08-31,18:56,Hà Nội,CUST251,Female,57,Beauty,4,50,200,60,30.94,No,No
252,2023-05-05,14:36,TP.HCM,CUST252,Male,54,Electronics,1,300,300,75,234.58,Yes,No
253,2023-08-31,09:05,Đà Nẵng,CUST253,Female,53,Clothing,4,500,2000,288,366.92,No,No
254,2023-07-28,10:05,Hà Nội,CUST254,Male,41,Electronics,1,500,500,61,382.93,Yes,No
255,2023-04-08,17:46,Hà Nội,CUST255,Male,48,Clothing,1,30,30,254,23.27,No,No
256,2023-02-18,13:31,TP.HCM,CUST256,Male,23,Clothing,2,500,1000,164,357.18,Yes,No
257,2023-02-19,10:52,Cần Thơ,CUST257,Male,19,Beauty,4,500,2000,56,351.74,No,No
258,2023-12-04,14:04,TP.HCM,CUST258,Female,37,Clothing,1,50,50,123,34.3,Yes,No
259,2023-08-09,09:48,TP.HCM,CUST259,Female,45,Clothing,4,50,200,158,33.17,No,No
260,2023-07-01,16:34,Hà Nội,CUST260,Male,28,Beauty,2,30,60,197,20.61,No,No
261,2023-08-05,11:49,TP.HCM,CUST261,Male,21,Clothing,2,25,50,250,18.87,Yes,No
262,2023-07-30,18:08,Hải Phòng,CUST262,Female,32,Beauty,4,30,120,55,21.61,No,No
263,2023-08-28,11:08,Hà Nội,CUST263,Male,23,Beauty,2,30,60,118,23.36,No,No
264,2023-01-28,13:42,TP.HCM,CUST264,Male,47,Clothing,3,300,900,247,206.6,Yes,No
265,2023-12-11,08:30,Đà Nẵng,CUST265,Male,55,Clothing,3,300,900,110,216.43,No,No
266,2023-12-01,09:35,TP.HCM,CUST266,Female,19,Electronics,2,30,60,42,21.79,Yes,No
267,2023-11-27,12:10,TP.HCM,CUST267,Female,32,Beauty,3,30,90,170,21.55,No,No
268,2023-02-20,14:16,TP.HCM,CUST268,Female,28,Electronics,1,30,30,86,22.22,No,No
269,2023-02-01,16:33,TP.HCM,CUST269,Male,25,Clothing,4,500,2000,266,323.74,No,No
270,2023-07-26,11:55,Hà Nội,CUST270,Male,43,Electronics,1,300,300,76,210.74,No,No
271,2023-06-23,17:38,Đà Nẵng,CUST271,Female,62,Beauty,4,30,120,121,18.63,Yes,No
272,2023-02-25,19:27,Đà Nẵng,CUST272,Female,61,Electronics,2,50,100,43,33.85,Yes,No
273,2023-05-08,18:13,Đà Nẵng,CUST273,Female,22,Beauty,1,50,50,199,34.88,No,No
274,2023-04-09,08:59,Cần Thơ,CUST274,Female,23,Clothing,2,500,1000,211,365.22,No,No
275,2023-04-08,14:34,TP.HCM,CUST275,Male,43,Clothing,2,500,1000,262,395.05,No,No
276,2023-10-02,09:48,TP.HCM,CUST276,Female,21,Beauty,4,25,100,175,18.0,No,No
277,2023-08-18,11:46,Đà Nẵng,CUST277,Male,36,Clothing,4,25,100,123,18.72,No,No
278,2023-03-13,22:44,TP.HCM,CUST278,Female,37,Clothing,4,25,100,220,17.53,No,No
279,2023-08-05,10:12,TP.HCM,CUST279,Male,50,Clothing,1,500,500,189,363.41,No,No
280,2023-04-04,14:45,Đà Nẵng,CUST280,Female,37,Clothing,3,500,1500,204,307.09,No,No
281,2023-05-23,16:19,Đà Nẵng,CUST281,Female,29,Beauty,4,500,2000,135,325.44,No,No
282,2023-08-25,17:25,Hà Nội,CUST282,Female,64,Electronics,4,50,200,61,33.62,Yes,No
283,2023-05-08,15:42,TP.HCM,CUST283,Female,18,Electronics,1,500,500,33,347.25,No,No
284,2023-02-08,08:41,Hà Nội,CUST284,Male,43,Clothing,4,50,200,141,30.46,No,No
285,2023-08-15,12:23,TP.HCM,CUST285,Female,31,Electronics,1,25,25,62,15.7,No,No
286,2023-10-09,15:28,Hà Nội,CUST286,Male,55,Electronics,2,25,50,72,16.38,Yes,No
287,2023-02-20,09:57,TP.HCM,CUST287,Male,54,Clothing,4,25,100,277,19.86,No,No
288,2023-01-26,12:33,TP.HCM,CUST288,Male,28,Clothing,4,30,120,226,19.99,No,No
289,2023-11-30,08:28,Hà Nội,CUST289,Male,53,Electronics,2,30,60,56,20.89,No,No
290,2023-10-04,09:07,TP.HCM,CUST290,Female,30,Beauty,2,300,600,152,191.77,Yes,No
291,2023-01-08,12:15,Hà Nội,CUST291,Male,60,Clothing,2,300,600,294,216.65,Yes,No
292,2023-02-17,10:14,Hà Nội,CUST292,Male,20,Beauty,4,300,1200,190,196.84,No,No
293,2023-05-02,16:04,Đà Nẵng,CUST293,Male,50,Electronics,3,30,90,24,19.24,No,No
294,2023-03-27,17:21,TP.HCM,CUST294,Female,23,Clothing,3,30,90,216,21.1,No,No
295,2023-07-28,18:01,Hà Nội,CUST295,Female,27,Beauty,3,300,900,72,180.33,No,No
296,2023-09-06,10:37,TP.HCM,CUST296,Female,22,Clothing,4,300,1200,180,180.46,Yes,No
297,2023-09-04,10:35,Đà Nẵng,CUST297,Female,40,Electronics,2,500,1000,52,321.91,No,No
298,2023-04-20,09:14,Hà Nội,CUST298,Male,27,Beauty,4,300,1200,132,182.2,Yes,No
299,2023-07-25,17:37,TP.HCM,CUST299,Male,61,Electronics,2,500,1000,34,310.8,No,No
300,2023-01-31,17:14,Hà Nội,CUST300,Female,19,Electronics,4,50,200,71,33.39,No,No
301,2023-03-26,08:00,Hà Nội,CUST301,Male,30,Clothing,4,30,120,231,22.82,No,No
302,2023-07-14,21:04,TP.HCM,CUST302,Male,57,Beauty,2,300,600,50,214.32,No,No
303,2023-01-02,09:45,TP.HCM,CUST303,Male,19,Electronics,3,30,90,89,21.08,No,No
304,2023-07-19,15:40,TP.HCM,CUST304,Female,37,Electronics,2,30,60,79,19.76,No,No
305,2023-05-16,17:03,TP.HCM,CUST305,Female,18,Beauty,1,30,30,155,23.59,Yes,No
306,2023-08-21,19:14,Hải Phòng,CUST306,Male,54,Electronics,1,50,50,26,33.97,No,No
307,2023-05-27,17:04,TP.HCM,CUST307,Female,26,Electronics,2,25,50,44,15.44,No,No
308,2023-08-05,18:57,Hà Nội,CUST308,Female,34,Beauty,4,300,1200,182,217.02,Yes,No
309,2023-12-23,12:02,Đà Nẵng,CUST309,Female,26,Beauty,1,25,25,142,15.57,No,No
310,2023-10-12,18:55,Hà Nội,CUST310,Female,28,Beauty,1,25,25,177,16.73,No,No
311,2023-12-05,09:21,TP.HCM,CUST311,Female,32,Beauty,4,25,100,163,17.54,No,No
312,2023-09-07,20:04,Hà Nội,CUST312,Male,41,Clothing,4,30,120,294,23.25,No,No
313,2023-03-21,15:32,Hà Nội,CUST313,Female,55,Beauty,3,500,1500,63,349.35,No,No
314,2023-04-08,18:15,Hải Phòng,CUST314,Male,52,Clothing,4,30,120,152,22.21,Yes,No
315,2023-06-01,13:17,Đà Nẵng,CUST315,Male,47,Clothing,2,30,60,168,23.96,Yes,No
316,2023-04-22,17:42,TP.HCM,CUST316,Female,48,Clothing,2,25,50,240,15.66,No,No
317,2023-01-30,15:31,TP.HCM,CUST317,Male,22,Electronics,3,30,90,36,19.65,No,No
318,2023-10-24,18:13,Hà Nội,CUST318,Male,61,Clothing,1,25,25,173,16.97,Yes,No
319,2023-10-05,09:34,Hà Nội,CUST319,Male,31,Clothing,1,500,500,212,342.18,No,No
320,2023-02-01,09:08,Hà Nội,CUST320,Female,28,Electronics,4,300,1200,82,204.66,No,No
321,2023-06-10,11:46,TP.HCM,CUST321,Female,26,Electronics,2,25,50,35,19.54,No,No
322,2023-01-30,10:59,TP.HCM,CUST322,Male,51,Electronics,1,500,500,23,371.4,Yes,No
323,2023-01-26,19:56,TP.HCM,CUST323,Female,29,Beauty,3,300,900,111,216.47,No,No
324,2023-10-27,10:36,Hà Nội,CUST324,Female,52,Electronics,3,50,150,40,33.09,No,No
325,2023-09-02,22:36,Hải Phòng,CUST325,Female,52,Electronics,2,25,50,59,19.12,No,Yes
326,2023-09-15,12:30,TP.HCM,CUST326,Female,18,Clothing,3,25,75,241,19.78,No,No
327,2023-09-29,10:15,TP.HCM,CUST327,Male,57,Electronics,3,50,150,21,38.21,No,No
328,2023-03-22,18:50,TP.HCM,CUST328,Male,39,Beauty,2,50,100,191,30.02,No,No
329,2023-01-30,17:30,TP.HCM,CUST329,Female,46,Electronics,4,25,100,72,18.18,Yes,No
330,2023-09-18,14:51,Hà Nội,CUST330,Female,25,Beauty,4,50,200,73,30.51,No,No
331,2023-02-11,15:26,TP.HCM,CUST331,Male,28,Electronics,3,30,90,48,19.55,No,No
332,2023-04-06,17:12,Đà Nẵng,CUST332,Male,58,Electronics,4,300,1200,34,183.57,No,No
333,2023-02-05,11:06,Hà Nội,CUST333,Female,54,Electronics,4,300,1200,79,216.23,Yes,No
334,2023-11-01,22:06,Hà Nội,CUST334,Male,31,Electronics,3,300,900,35,221.2,Yes,No
335,2023-02-04,22:42,Hà Nội,CUST335,Female,47,Beauty,4,30,120,89,18.69,No,No
336,2023-12-12,17:27,Hà Nội,CUST336,Female,52,Beauty,3,50,150,177,33.84,No,No
337,2023-05-01,10:22,Đà Nẵng,CUST337,Male,38,Clothing,1,500,500,283,345.62,No,Yes
338,2023-07-26,17:27,TP.HCM,CUST338,Male,54,Beauty,2,50,100,124,33.69,No,No
339,2023-03-03,09:26,TP.HCM,CUST339,Female,22,Electronics,2,25,50,85,15.61,No,No
340,2023-10-19,08:29,Hà Nội,CUST340,Female,36,Clothing,4,300,1200,280,205.14,No,No
341,2023-05-07,11:55,TP.HCM,CUST341,Male,31,Clothing,4,50,200,169,37.51,No,No
342,2023-10-24,14:46,TP.HCM,CUST342,Female,43,Clothing,4,500,2000,206,307.1,No,No
343,2023-11-01,19:03,Hà Nội,CUST343,Male,21,Electronics,2,25,50,81,15.4,No,No
344,2023-01-21,18:43,TP.HCM,CUST344,Female,42,Beauty,1,30,30,170,20.13,Yes,Yes
345,2023-11-14,18:41,TP.HCM,CUST345,Male,62,Electronics,1,30,30,51,23.65,No,No
346,2023-02-11,13:41,TP.HCM,CUST346,Male,59,Clothing,2,500,1000,216,366.86,No,No
347,2023-08-03,12:06,TP.HCM,CUST347,Male,42,Electronics,1,25,25,90,18.39,Yes,No
348,2023-12-03,12:03,Hà Nội,CUST348,Female,35,Electronics,2,300,600,38,201.72,Yes,No
349,2023-10-26,22:25,TP.HCM,CUST349,Female,57,Beauty,1,50,50,148,35.94,No,No
350,2023-10-17,08:46,TP.HCM,CUST350,Male,25,Beauty,3,25,75,98,15.05,Yes,No
351,2023-09-25,19:21,TP.HCM,CUST351,Female,56,Clothing,3,30,90,253,21.82,Yes,No
352,2023-06-11,16:51,Đà Nẵng,CUST352,Male,57,Electronics,2,500,1000,85,391.33,No,No
353,2023-05-14,13:55,TP.HCM,CUST353,Male,31,Electronics,1,500,500,37,361.26,No,No
354,2023-04-15,18:06,Hà Nội,CUST354,Female,49,Beauty,4,50,200,67,38.74,No,No
355,2023-12-09,14:15,Hà Nội,CUST355,Female,55,Electronics,1,500,500,55,372.4,Yes,No
356,2023-06-10,19:12,TP.HCM,CUST356,Male,50,Electronics,3,500,1500,73,312.06,Yes,No
357,2023-05-03,20:12,Hà Nội,CUST357,Female,40,Electronics,3,25,75,63,19.51,No,No
358,2023-05-16,13:34,TP.HCM,CUST358,Female,32,Beauty,1,300,300,179,183.99,No,No
359,2023-07-22,11:28,Cần Thơ,CUST359,Male,50,Clothing,1,50,50,168,35.34,No,No
360,2023-03-09,16:08,TP.HCM,CUST360,Male,42,Clothing,4,25,100,100,15.71,No,No
361,2023-12-10,20:27,TP.HCM,CUST361,Female,34,Electronics,4,300,1200,56,180.7,No,No
362,2023-11-27,10:11,TP.HCM,CUST362,Male,50,Clothing,1,25,25,285,17.11,Yes,No
363,2023-06-03,17:17,TP.HCM,CUST363,Male,64,Beauty,1,25,25,126,16.48,No,No
364,2023-08-23,17:29,TP.HCM,CUST364,Female,19,Beauty,1,500,500,200,348.6,Yes,No
365,2023-06-11,18:15,Cần Thơ,CUST365,Male,31,Clothing,1,300,300,248,214.63,No,No
366,2023-02-07,10:55,TP.HCM,CUST366,Male,57,Clothing,2,50,100,268,30.44,No,No
367,2023-01-05,17:59,Hải Phòng,CUST367,Female,57,Electronics,1,50,50,82,31.23,No,No
368,2023-08-23,20:04,Cần Thơ,CUST368,Female,56,Clothing,4,300,1200,138,213.52,Yes,No
369,2023-11-15,10:28,Hà Nội,CUST369,Male,23,Electronics,3,500,1500,77,334.32,Yes,No
370,2023-10-16,11:51,Hà Nội,CUST370,Male,23,Electronics,2,30,60,88,22.38,No,No
371,2023-02-21,22:55,Hà Nội,CUST371,Female,20,Beauty,1,25,25,173,18.26,Yes,No
372,2023-02-07,10:54,Hà Nội,CUST372,Female,24,Beauty,3,500,1500,138,384.56,No,No
373,2023-10-03,19:35,Hà Nội,CUST373,Female,25,Beauty,2,300,600,135,221.55,Yes,No
374,2023-04-20,14:06,TP.HCM,CUST374,Female,59,Beauty,3,25,75,191,17.15,No,No
375,2023-09-17,11:03,Hà Nội,CUST375,Male,32,Clothing,1,50,50,295,36.73,No,No
376,2023-05-16,19:41,Hà Nội,CUST376,Female,64,Beauty,1,30,30,189,19.65,No,No
377,2023-03-09,13:34,Đà Nẵng,CUST377,Female,46,Clothing,4,50,200,196,33.06,No,No
378,2023-06-28,15:53,Hà Nội,CUST378,Male,50,Beauty,1,300,300,166,227.34,Yes,No
379,2023-02-05,12:00,Đà Nẵng,CUST379,Female,47,Clothing,1,25,25,182,17.23,Yes,No
380,2023-05-06,16:05,Hà Nội,CUST380,Male,56,Electronics,2,300,600,44,227.9,No,No
381,2023-07-09,10:59,Hà Nội,CUST381,Female,44,Clothing,4,25,100,278,19.11,No,No
382,2023-05-26,12:48,TP.HCM,CUST382,Female,53,Clothing,2,500,1000,161,385.76,No,No
383,2023-03-22,21:54,TP.HCM,CUST383,Female,46,Beauty,3,30,90,196,23.5,Yes,No
384,2023-08-13,11:15,Đà Nẵng,CUST384,Male,55,Clothing,1,500,500,198,343.1,Yes,No
385,2023-10-06,17:10,TP.HCM,CUST385,Male,50,Electronics,3,500,1500,49,331.89,Yes,No
386,2023-12-27,12:26,Đà Nẵng,CUST386,Female,54,Electronics,2,300,600,72,214.93,No,No
387,2023-06-04,18:31,Hà Nội,CUST387,Male,44,Beauty,1,30,30,61,20.23,Yes,No
388,2023-11-10,10:30,Hà Nội,CUST388,Male,50,Electronics,1,25,25,60,18.01,No,No
389,2023-12-01,21:13,Đà Nẵng,CUST389,Male,21,Clothing,2,25,50,290,18.53,Yes,No
390,2023-09-28,13:55,Đà Nẵng,CUST390,Male,39,Electronics,2,50,100,80,36.88,No,No
391,2023-01-05,11:25,Hải Phòng,CUST391,Male,19,Beauty,2,25,50,147,16.87,No,No
392,2023-12-08,09:57,TP.HCM,CUST392,Male,27,Clothing,2,300,600,198,190.01,No,No
393,2023-10-11,10:03,TP.HCM,CUST393,Female,22,Beauty,2,500,1000,88,343.05,No,No
394,2023-06-03,15:10,Đà Nẵng,CUST394,Female,27,Clothing,1,500,500,226,314.26,No,No
395,2023-12-06,12:24,Hà Nội,CUST395,Male,50,Electronics,2,500,1000,24,389.01,No,No
396,2023-02-23,19:00,Cần Thơ,CUST396,Female,55,Beauty,1,30,30,82,20.08,No,No
397,2023-03-10,13:24,Đà Nẵng,CUST397,Female,30,Beauty,1,25,25,178,15.77,No,No
398,2023-05-16,11:16,TP.HCM,CUST398,Female,48,Clothing,2,300,600,251,181.53,No,No
399,2023-03-01,16:59,Đà Nẵng,CUST399,Female,64,Beauty,2,30,60,134,21.87,Yes,No
400,2023-02-24,17:50,Đà Nẵng,CUST400,Male,53,Clothing,4,50,200,125,36.37,No,No
401,2023-10-11,10:50,Hà Nội,CUST401,Female,62,Clothing,1,300,300,212,200.44,Yes,No
402,2023-03-21,10:29,Cần Thơ,CUST402,Female,41,Clothing,2,300,600,125,184.3,Yes,No
403,2023-05-20,08:18,TP.HCM,CUST403,Male,32,Clothing,2,300,600,234,204.58,No,No
404,2023-05-25,18:27,Đà Nẵng,CUST404,Male,46,Electronics,2,500,1000,78,331.12,No,No
405,2023-11-06,17:44,Hà Nội,CUST405,Female,25,Clothing,4,300,1200,103,220.63,No,No
406,2023-04-18,14:46,Đà Nẵng,CUST406,Female,22,Beauty,4,25,100,86,18.03,No,No
407,2023-06-25,19:50,TP.HCM,CUST407,Female,46,Electronics,3,300,900,72,201.88,No,No
408,2023-04-15,18:35,Hà Nội,CUST408,Female,64,Beauty,1,500,500,89,321.79,No,No
409,2023-12-18,16:42,Cần Thơ,CUST409,Female,21,Electronics,3,300,900,29,239.28,Yes,No
410,2023-11-21,19:45,Hà Nội,CUST410,Female,29,Clothing,2,50,100,220,34.54,Yes,No
411,2023-05-16,10:31,Hà Nội,CUST411,Male,62,Electronics,4,50,200,53,36.88,No,No
412,2023-09-16,09:09,Hải Phòng,CUST412,Female,19,Electronics,4,500,2000,63,314.06,Yes,No
413,2023-09-08,11:12,Hải Phòng,CUST413,Female,44,Beauty,3,25,75,151,17.43,Yes,No
414,2023-05-09,09:18,TP.HCM,CUST414,Male,48,Beauty,4,25,100,70,15.14,No,No
415,2023-01-27,15:13,TP.HCM,CUST415,Male,53,Clothing,2,30,60,184,21.03,No,No
416,2023-02-17,21:03,TP.HCM,CUST416,Male,53,Electronics,4,500,2000,88,396.4,No,No
417,2023-11-21,08:37,Hà Nội,CUST417,Male,43,Electronics,3,300,900,68,203.05,No,No
418,2023-08-05,10:47,Hà Nội,CUST418,Female,60,Electronics,2,500,1000,60,303.9,No,No
419,2023-05-22,13:34,TP.HCM,CUST419,Female,44,Clothing,3,30,90,260,18.19,Yes,No
420,2023-01-23,21:03,Đà Nẵng,CUST420,Female,22,Clothing,4,500,2000,283,338.8,Yes,Yes
421,2023-01-02,11:47,Đà Nẵng,CUST421,Female,37,Clothing,3,500,1500,294,316.0,No,No
422,2023-06-20,14:20,Đà Nẵng,CUST422,Female,28,Clothing,3,30,90,224,18.14,No,No
423,2023-03-08,08:03,Hà Nội,CUST423,Female,27,Clothing,1,25,25,238,18.78,No,No
424,2023-11-23,10:03,TP.HCM,CUST424,Male,57,Beauty,4,300,1200,59,207.51,Yes,No
425,2023-05-15,22:37,Hà Nội,CUST425,Female,55,Electronics,4,30,120,99,19.74,No,No
426,2023-03-24,21:30,TP.HCM,CUST426,Male,23,Electronics,3,50,150,28,39.0,No,No
427,2023-08-15,08:32,TP.HCM,CUST427,Male,25,Electronics,1,25,25,50,15.58,No,No
428,2023-10-10,21:58,Đà Nẵng,CUST428,Female,40,Electronics,4,50,200,100,39.56,No,No
429,2023-12-28,17:54,TP.HCM,CUST429,Male,64,Electronics,2,25,50,56,16.57,No,No
430,2023-08-07,19:33,Hà Nội,CUST430,Female,43,Electronics,3,300,900,49,233.3,No,No
431,2023-10-15,13:10,Hà Nội,CUST431,Male,63,Electronics,4,300,1200,31,216.18,No,No
432,2023-01-05,15:03,Đà Nẵng,CUST432,Female,60,Electronics,2,500,1000,75,382.67,No,No
433,2023-02-27,14:32,TP.HCM,CUST433,Male,29,Beauty,4,50,200,75,39.84,No,No
434,2023-02-08,17:05,Hà Nội,CUST434,Female,43,Electronics,2,25,50,32,16.44,No,No
435,2023-12-20,10:54,Hà Nội,CUST435,Female,30,Beauty,3,300,900,163,237.67,No,No
436,2023-03-18,08:11,TP.HCM,CUST436,Female,57,Clothing,4,30,120,142,20.34,No,No
437,2023-10-07,11:04,Hà Nội,CUST437,Female,35,Electronics,4,300,1200,58,203.13,Yes,No
438,2023-01-19,17:38,Đà Nẵng,CUST438,Female,42,Clothing,1,30,30,107,20.04,No,No
439,2023-07-09,10:04,TP.HCM,CUST439,Male,50,Clothing,3,25,75,111,17.71,No,No
440,2023-10-26,17:43,Hà Nội,CUST440,Male,64,Clothing,2,300,600,183,189.25,No,No
441,2023-10-10,21:55,Hà Nội,CUST441,Male,57,Beauty,4,300,1200,64,213.22,No,No
442,2023-03-17,09:15,Hải Phòng,CUST442,Female,60,Clothing,4,25,100,175,17.71,No,No
443,2023-08-09,17:25,TP.HCM,CUST443,Male,29,Clothing,2,300,600,191,225.71,Yes,No
444,2023-03-07,13:07,TP.HCM,CUST444,Female,61,Clothing,3,30,90,195,23.0,No,No
445,2023-01-22,19:56,Đà Nẵng,CUST445,Female,53,Electronics,1,300,300,75,206.43,No,Yes
446,2023-06-07,10:36,Cần Thơ,CUST446,Male,21,Electronics,1,50,50,38,33.02,No,No
447,2023-07-06,17:15,Hải Phòng,CUST447,Male,22,Beauty,4,500,2000,112,325.93,No,No
448,2023-01-21,19:37,Đà Nẵng,CUST448,Female,54,Beauty,2,30,60,185,19.17,No,Yes
449,2023-07-03,21:38,TP.HCM,CUST449,Male,25,Electronics,4,50,200,72,30.58,No,No
450,2023-04-18,17:02,Hà Nội,CUST450,Female,59,Beauty,2,25,50,194,16.71,Yes,No
451,2023-12-16,14:39,Đà Nẵng,CUST451,Female,45,Electronics,1,30,30,43,19.62,No,No
452,2023-05-08,16:05,TP.HCM,CUST452,Female,48,Clothing,3,500,1500,143,396.64,No,No
453,2023-12-08,19:26,TP.HCM,CUST453,Female,26,Clothing,2,500,1000,144,355.77,No,No
454,2023-02-22,16:42,Cần Thơ,CUST454,Female,46,Beauty,1,25,25,70,16.74,No,No
455,2023-07-01,08:37,Hà Nội,CUST455,Male,31,Electronics,4,25,100,98,17.9,No,No
456,2023-10-14,21:36,TP.HCM,CUST456,Male,57,Electronics,2,30,60,68,18.84,Yes,No
457,2023-07-28,17:33,Hà Nội,CUST457,Female,58,Beauty,3,300,900,111,206.64,No,No
458,2023-11-14,17:20,TP.HCM,CUST458,Female,39,Electronics,4,25,100,83,18.13,No,No
459,2023-03-21,10:59,Hà Nội,CUST459,Male,28,Clothing,4,300,1200,249,209.33,No,No
460,2023-05-02,17:16,Hà Nội,CUST460,Male,40,Beauty,1,50,50,86,34.02,No,No
461,2023-03-25,12:13,Hà Nội,CUST461,Female,18,Beauty,2,500,1000,109,399.38,Yes,No
462,2023-04-01,17:42,TP.HCM,CUST462,Male,63,Electronics,4,300,1200,79,232.82,Yes,No
463,2023-07-31,09:45,TP.HCM,CUST463,Female,54,Beauty,3,500,1500,115,362.34,No,No
464,2023-01-13,17:20,TP.HCM,CUST464,Male,38,Electronics,2,300,600,78,214.16,No,No
465,2023-04-02,22:15,Hải Phòng,CUST465,Female,43,Electronics,3,50,150,52,36.21,Yes,No
466,2023-06-20,08:16,TP.HCM,CUST466,Male,63,Electronics,4,25,100,21,16.01,No,No
467,2023-07-30,22:25,Hà Nội,CUST467,Female,53,Electronics,3,50,150,79,33.95,No,No
468,2023-12-09,13:08,Đà Nẵng,CUST468,Male,40,Electronics,1,25,25,56,15.2,No,No
469,2023-05-08,19:42,Hà Nội,CUST469,Male,18,Beauty,3,25,75,189,17.38,No,No
470,2023-05-17,18:41,Hải Phòng,CUST470,Female,57,Clothing,2,500,1000,140,354.3,Yes,No
471,2023-03-23,16:19,Hà Nội,CUST471,Male,32,Clothing,3,50,150,118,32.28,Yes,No
472,2023-12-26,18:29,Hải Phòng,CUST472,Female,38,Beauty,3,300,900,163,237.84,No,No
473,2023-02-25,19:20,Hà Nội,CUST473,Male,64,Beauty,1,50,50,138,39.09,No,No
474,2023-07-15,13:59,Đà Nẵng,CUST474,Female,26,Clothing,3,500,1500,250,372.21,No,No
475,2023-01-20,12:48,TP.HCM,CUST475,Male,26,Clothing,3,25,75,176,17.67,No,No
476,2023-08-29,17:59,Hải Phòng,CUST476,Female,27,Clothing,4,500,2000,263,387.0,No,No
477,2023-04-24,18:04,Hà Nội,CUST477,Male,43,Clothing,4,30,120,208,18.78,No,No
478,2023-04-13,18:00,TP.HCM,CUST478,Female,58,Clothing,2,30,60,276,22.74,No,No
479,2023-08-24,18:29,Hải Phòng,CUST479,Male,52,Electronics,4,300,1200,52,187.49,No,No
480,2023-06-29,13:39,TP.HCM,CUST480,Female,42,Beauty,4,500,2000,166,379.42,No,No
481,2023-06-06,18:36,TP.HCM,CUST481,Female,43,Electronics,4,300,1200,58,196.55,Yes,No
482,2023-04-27,10:06,TP.HCM,CUST482,Female,28,Clothing,4,300,1200,150,232.63,No,No
483,2023-04-25,15:04,TP.HCM,CUST483,Male,55,Clothing,1,30,30,198,23.66,Yes,No
484,2023-01-13,08:34,TP.HCM,CUST484,Female,19,Clothing,4,300,1200,223,188.93,No,No
485,2023-12-04,12:13,TP.HCM,CUST485,Male,24,Electronics,1,30,30,33,20.78,No,No
486,2023-04-09,12:32,Cần Thơ,CUST486,Female,35,Electronics,1,25,25,50,19.9,No,No
487,2023-07-24,12:16,Hà Nội,CUST487,Male,44,Clothing,4,500,2000,197,348.34,No,No
488,2023-06-18,17:08,Hà Nội,CUST488,Female,51,Electronics,3,300,900,93,231.81,Yes,No
489,2023-05-23,12:59,Hải Phòng,CUST489,Male,44,Electronics,1,30,30,65,21.53,Yes,No
490,2023-02-05,13:22,Đà Nẵng,CUST490,Male,34,Clothing,3,50,150,247,33.75,No,No
491,2023-05-23,11:56,TP.HCM,CUST491,Female,60,Electronics,3,300,900,57,197.15,Yes,No
492,2023-06-29,12:04,TP.HCM,CUST492,Male,61,Beauty,4,25,100,125,16.02,No,No
493,2023-11-25,11:56,Hà Nội,CUST493,Male,41,Beauty,2,25,50,55,18.81,No,No
494,2023-09-18,09:15,Hà Nội,CUST494,Female,42,Beauty,4,50,200,151,33.87,No,No
495,2023-07-24,16:23,TP.HCM,CUST495,Male,24,Beauty,2,30,60,120,21.07,No,No
496,2023-12-14,17:18,TP.HCM,CUST496,Male,23,Clothing,2,300,600,102,209.54,Yes,No
497,2023-10-02,16:10,TP.HCM,CUST497,Male,41,Clothing,4,30,120,244,21.46,No,No
498,2023-06-19,14:28,Hà Nội,CUST498,Female,50,Clothing,4,25,100,275,19.33,No,No
